Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,onTimeIN,onTimeOUT,Net Salary,Type_Full Day,Type_Half Day,apply_type_Anual,apply_type_Casual
2018,5323,Miss Rita Considine PhD,Mr.,Male,1,Single,22,2021-08-09,2021-08-13 00:00:00,Inactive,2021-08-13 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1996,,,,,,,
2019,5324,Uriah Nienow,Mr.,Male,1,Married,22,2021-08-09,\N,Active,\N,673,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1990,133.0,342.0,135344.6875,,,,
2020,1795052,Arnulfo Kuphal,Mr.,Male,5,Married,31,2021-08-10,2022-05-19 00:00:00,Inactive,2022-05-19 00:00:00,\N,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,1964,206.0,204.0,62270.0,,,,
2023,1795054,Drake Hamill,Mr.,Male,1,Married,31,2021-08-11,2022-05-05 00:00:00,Inactive,2022-05-05 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,157.0,161.0,49020.0,,,,
2024,1795055,Miss Savanah Moore Sr,Mr.,Male,1,Married,31,2021-08-11,2022-02-07 00:00:00,Inactive,2022-02-07 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984,101.0,106.0,46579.28571428572,,,,
2027,5325,Jaquelin Kohler,Ms.,Female,1,Single,170,2021-08-11,2022-07-14 00:00:00,Inactive,2022-07-14 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer cum QAQC,1996,123.0,256.0,163588.14727272728,,,,
2031,195033,Mr Shaun Mante Jr,Mr.,Male,3,Married,29,2021-08-13,2021-10-23 00:00:00,Inactive,2021-10-23 00:00:00,\N,\N,Labour,Contarct Basis,Hindu,Cook,1985,68.0,72.0,76323.5,,,,
2033,1795058,Clarissa Goodwin,Mr.,Male,1,Married,124,2021-08-13,2022-04-05 00:00:00,Inactive,2022-04-05 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1996,148.0,147.0,79024.44444444444,,,,
2034,1795059,Bridgette Halvorson,Mr.,Male,1,Married,124,2021-08-13,2022-05-05 00:00:00,Inactive,2022-05-05 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1990,166.0,165.0,73852.0,,,,
2036,5326,Mckenzie Bruen,Mr.,Male,1,Married,168,2021-08-17,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Planning Executive,1982,344.0,371.0,271570.3938888889,10.0,6.0,0.0,16.0
2040,5327,Norma Hartmann MD,Mr.,Male,1,Single,158,2021-08-19,2022-04-30 00:00:00,Inactive,2022-04-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1995,126.0,200.0,136781.4525,,,,
2043,193176,Ms Pearlie Hettinger Sr,Mr.,Male,1,Single,31,2021-08-17,2021-10-31 00:00:00,Inactive,2021-10-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,17.0,34.0,40795.0,,,,
2044,1795062,Mireille Bergnaum,Mr.,Male,1,Married,124,2021-08-20,2022-05-09 00:00:00,Inactive,2022-05-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1963,204.0,203.0,91132.0,,,,
2045,1795063,Allene Larson,Mr.,Male,1,Married,124,2021-08-20,2022-06-06 00:00:00,Inactive,2022-06-06 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1968,216.0,216.0,88270.90909090909,,,,
2048,1795065,Prof Patrick Kohler,Mr.,Male,1,Married,31,2021-08-21,2022-04-02 00:00:00,Inactive,2022-04-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991,142.0,145.0,49376.11111111111,,,,
2049,1795066,Prof Lonie O'Hara,Mr.,Male,1,Single,31,2021-08-21,2022-05-09 00:00:00,Inactive,2022-05-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991,180.0,183.0,56820.5,,,,
2050,1795067,Laverne Hudson,Mr.,Male,1,Married,124,2021-08-21,2022-04-02 00:00:00,Inactive,2022-04-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1975,178.0,178.0,89349.44444444444,,,,
2053,1795070,Rachelle Kling,Mr.,Male,1,Married,31,2021-08-21,2022-11-30 00:00:00,Inactive,2022-11-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974,327.0,313.0,66479.55,,,,
2054,1795071,Mrs Stacy Larson,Mr.,Male,1,Married,31,2021-08-23,2022-04-30 00:00:00,Inactive,2022-04-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966,178.0,177.0,61259.444444444445,,,,
2057,1795074,Estell Bins MD,Mr.,Male,1,Married,31,2021-08-23,2022-05-07 00:00:00,Inactive,2022-05-07 00:00:00,\N,\N,Labour,Permanant,Buddhist,Unskilled Labor,1978,182.0,182.0,55372.5,,,,
2059,1795076,Miss Eden Runolfsson,Mr.,Male,1,Married,124,2021-08-23,2022-04-02 00:00:00,Inactive,2022-04-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1955,126.0,126.0,69908.75,,,,
2060,1795077,Meredith Kuhic PhD,Mr.,Male,1,Married,124,2021-08-23,2022-04-01 00:00:00,Inactive,2022-04-01 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1975,155.0,157.0,78322.77777777778,,,,
2062,1795079,Erica Barton,Mr.,Male,1,Married,31,2021-08-23,2022-04-02 00:00:00,Inactive,2022-04-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967,167.0,167.0,56702.77777777778,,,,
2063,5329,Prof Freda Eichmann,Mr.,Male,1,Married,22,2021-08-23,2022-04-30 00:00:00,Inactive,2022-04-30 00:00:00,2064,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1994,124.0,183.0,151188.70142857142,,,,
2065,204001,Jerrell Witting,Mr.,Male,1,Married,122,2021-08-20,2022-03-16 00:00:00,Inactive,2022-03-16 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Security,1978,164.0,156.0,50277.142857142855,,,,
2068,204004,Prof Dusty Purdy Sr,Mr.,Male,1,Single,129,2021-08-20,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Stores Helper,1997,335.0,336.0,69549.06,,,,
2070,204006,Ms Rafaela Johns MD,Ms.,Female,1,Married,31,2021-08-21,2021-10-31 00:00:00,Inactive,2021-10-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988,38.0,26.0,38681.86,,,,
2073,1795080,Oceane Krajcik I,Mr.,Male,1,Married,124,2021-08-25,2022-05-07 00:00:00,Inactive,2022-05-07 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1955,211.0,207.0,93940.0,,,,
2079,196144,Floyd Brown,Mr.,Male,1,Married,24,2021-08-17,2022-03-22 00:00:00,Inactive,2022-03-22 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Driver,1976,194.0,190.0,82521.75714285715,,,,
2080,196145,Prof Alaina Wolf,Mr.,Male,1,Single,31,2021-08-20,2022-01-20 00:00:00,Inactive,2022-01-20 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003,97.0,92.0,47069.240000000005,,,,
2085,196146,Prof Geoffrey Weber IV,Mr.,Male,1,Married,24,2021-08-26,2022-02-10 00:00:00,Inactive,2022-02-10 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Driver,1986,112.0,117.0,52047.113333333335,,,,
2086,196147,Libby Rice,Mr.,Male,1,Married,24,2021-08-26,2022-04-09 00:00:00,Inactive,2022-04-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Driver,1977,167.0,160.0,57325.0,,,,
2088,51018,Eugene Windler,Mr.,Male,1,Single,56,2021-08-31,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Helper,2002,386.0,365.0,13226.470588235294,,,,
2089,195034,Prof Carmelo Adams,Mr.,Male,3,Single,31,2021-08-27,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,2002,275.0,304.0,51671.025,,,,
2093,193177,Adonis Runolfsdottir,Mr.,Male,1,Married,31,2021-08-25,2021-10-31 00:00:00,Inactive,2021-10-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,2.0,2.0,5720.0,,,,
2094,5333,Noelia Cremin,Mr.,Male,1,Married,22,2021-08-31,\N,Active,\N,673,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1989,240.0,379.0,161216.49599999998,,,,
2096,193178,Hilma Bartell,Mr.,Male,1,Married,31,2021-08-13,2021-10-31 00:00:00,Inactive,2021-10-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,25.0,25.0,2820.0,,,,
2097,195035,Cortez Bartoletti,Mr.,Male,3,Single,31,2021-08-27,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,2002,364.0,365.0,63175.92875,,,,
2101,1795090,Daron Bahringer,Mr.,Male,1,Single,124,2021-09-01,2022-04-07 00:00:00,Inactive,2022-04-07 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1978,149.0,159.0,88870.625,,,,
2102,1795091,Jalyn Maggio,Mr.,Male,1,Married,31,2021-09-01,2022-03-31 00:00:00,Inactive,2022-03-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966,155.0,153.0,68296.42857142857,,,,
2105,1795094,Treva Powlowski,Mr.,Male,1,Single,31,2021-09-01,2022-03-29 00:00:00,Inactive,2022-03-29 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,143.0,143.0,62832.142857142855,,,,
2106,1795095,Prof Braxton Bode DVM,Mr.,Male,1,Single,31,2021-09-02,2022-04-30 00:00:00,Inactive,2022-04-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985,164.0,164.0,63000.625,,,,
2107,5334,Isadore Kirlin,Mr.,Male,1,Married,78,2021-09-01,2022-05-06 00:00:00,Inactive,2022-05-06 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1985,153.0,133.0,192175.46666666667,12.0,9.0,14.0,7.0
2110,5337,Etha Wolf,Mr.,Male,1,Married,83,2021-09-01,2021-12-18 00:00:00,Inactive,2021-12-18 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Mechanical Engineer,1993,76.0,90.0,206114.99666666667,,,,
2111,5338,Prof Clay Buckridge,Mr.,Male,1,Single,33,2021-09-01,2021-12-27 00:00:00,Inactive,2021-12-27 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1994,45.0,93.0,209117.22333333336,,,,
2112,5339,Deja Durgan,Mr.,Male,1,Married,22,2021-09-01,2021-10-01 00:00:00,Inactive,2021-10-01 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1986,9.0,19.0,,,,,
2116,1795098,Samanta Williamson,Mr.,Male,1,Married,124,2021-09-06,2022-04-09 00:00:00,Inactive,2022-04-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1991,175.0,175.0,98895.625,,,,
2119,5340,Meredith Becker,Mr.,Male,1,Married,6,2021-09-08,2022-09-07 00:00:00,Inactive,2022-09-07 00:00:00,2709,\N,Staff,Contarct Basis,Buddhist,Project Manager,1982,156.0,258.0,590635.0016666666,,,,
2120,1795099,Dashawn Kassulke,Mr.,Male,1,Married,31,2021-09-09,2022-03-30 00:00:00,Inactive,2022-03-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,137.0,138.0,60210.0,,,,
2121,195037,Mr Demarco Shields,Mr.,Male,1,Married,43,2021-09-04,2022-03-29 00:00:00,Inactive,2022-03-29 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1991,173.0,178.0,115943.39428571428,,,,
2122,1795100,Tanner Hegmann,Mr.,Male,1,Single,124,2021-09-10,2022-04-07 00:00:00,Inactive,2022-04-07 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,2000,151.0,154.0,86099.375,,,,
2123,1795101,Karley Jerde,Mr.,Male,1,Single,31,2021-09-10,2022-02-11 00:00:00,Inactive,2022-02-11 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997,98.0,97.0,49840.833333333336,,,,
2124,50041,Elmore Rutherford,Mr.,Male,1,Married,33,2021-09-01,2022-03-14 00:00:00,Inactive,2022-03-14 00:00:00,2124,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1950,64.0,107.0,296641.6666666667,,,,
2126,203002,Duane Tromp III,Mr.,Male,1,Married,24,2021-09-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Driver,1987,292.0,302.0,64544.228,,,,
2127,203003,Dr Sammie Volkman,Mr.,Male,1,Single,31,2021-09-01,2021-10-31 00:00:00,Inactive,2021-10-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,38.0,40.0,34066.16,,,,
2132,1795102,Yoshiko Leannon,Mr.,Male,1,Married,124,2021-09-13,2022-04-07 00:00:00,Inactive,2022-04-07 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1958,169.0,167.0,94099.375,,,,
2133,1795103,Mrs Marianna Shields,Mr.,Male,1,Married,124,2021-09-13,2022-04-10 00:00:00,Inactive,2022-04-10 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1973,155.0,157.0,88670.625,,,,
2134,5341,Jewell Hoppe II,Mr.,Male,5,Single,89,2021-09-13,2021-09-14 00:00:00,Inactive,2021-09-14 00:00:00,\N,\N,Staff,Contarct Basis,Muslim,Planning Engineer,1994,0.0,1.0,,,,,
2135,5342,Eula Welch,Mr.,Male,1,Single,22,2021-09-13,\N,Active,\N,2631,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1993,163.0,354.0,178584.0625,,,,
2136,51019,Danielle Crona,Mr.,Male,1,Single,173,2021-09-06,2022-01-01 00:00:00,Inactive,2022-01-01 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Safety Officer,1995,46.0,58.0,94250.0,,,,
2137,1795104,Prof Shanel Hilpert III,Mr.,Male,1,Single,31,2021-09-14,2022-05-09 00:00:00,Inactive,2022-05-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977,170.0,172.0,64136.11111111111,,,,
2138,1795105,Monroe Tremblay DDS,Mr.,Male,1,Married,31,2021-09-14,2021-12-31 00:00:00,Inactive,2021-12-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974,66.0,66.0,49845.0,,,,
2140,198128,Hubert Schneider,Mr.,Male,1,Married,41,2021-09-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Electrician,1968,125.0,124.0,27630.8075,,,,
2142,198130,Brenda Denesik,Mr.,Male,1,Single,41,2021-09-13,2022-04-08 00:00:00,Inactive,2022-04-08 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Electrician,1979,100.0,101.0,38711.4875,,,,
2146,199078,Adolf White,Mr.,Male,3,Single,31,2021-09-15,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1996,215.0,215.0,79724.6625,,,,
2147,1795109,Avis Oberbrunner,Mr.,Male,1,Married,1,2021-09-16,2022-04-01 00:00:00,Inactive,2022-04-01 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1976,153.0,153.0,86652.5,,,,
2148,1795110,Prof Eric Lowe,Mr.,Male,4,Single,1,2021-09-16,2022-04-07 00:00:00,Inactive,2022-04-07 00:00:00,\N,\N,Labour,Contarct Basis,Catholic,Skilled Labor,1983,183.0,183.0,103655.0,,,,
2150,1795112,Prof Coralie Reichel DVM,Mr.,Male,3,Married,31,2021-09-17,2022-03-30 00:00:00,Inactive,2022-03-30 00:00:00,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1985,141.0,146.0,63168.57142857143,,,,
2153,1795115,Melvina Rowe,Mr.,Male,1,Married,31,2021-09-21,2022-04-07 00:00:00,Inactive,2022-04-07 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,117.0,116.0,44303.125,,,,
2158,198131,Talia Bergstrom,Mr.,Male,1,Married,30,2021-09-08,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1970,288.0,306.0,53276.3625,,,,
2159,193180,Aracely Wisozk,Mr.,Male,1,Married,43,2021-09-15,2021-12-31 00:00:00,Inactive,2021-12-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1994,40.0,52.0,53953.333333333336,,,,
2160,1795116,Dr Orland Ryan,Mr.,Male,1,Single,31,2021-09-16,2022-05-19 00:00:00,Inactive,2022-05-19 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,103.0,181.0,71498.33333333333,,,,
2161,5343,Rene Mitchell,Mr.,Male,1,Single,7,2021-09-10,2022-12-18 00:00:00,Inactive,2022-12-18 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,2000,309.0,407.0,93635.54,,,,
2162,5344,Maida Barton DVM,Mr.,Male,1,Single,158,2021-09-13,2022-01-31 00:00:00,Inactive,2022-01-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1995,99.0,110.0,142575.0,,,,
2163,5345,Brigitte Halvorson,Ms.,Female,1,Married,17,2021-09-21,2022-02-06 00:00:00,Inactive,2022-02-06 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1989,80.0,105.0,93899.16666666669,1.0,4.0,0.0,5.0
2165,5347,Mrs Tamia Nolan III,Mr.,Male,1,Single,158,2021-09-27,2022-01-06 00:00:00,Inactive,2022-01-06 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1996,73.0,87.0,84431.83,,,,
2166,196149,Dallin Macejkovic,Mr.,Male,1,Single,195,2021-09-27,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,1999,234.0,309.0,57881.5875,,,,
2168,203006,Candace Ankunding PhD,Mr.,Male,1,Married,129,2021-09-13,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Stores Helper,1966,129.0,312.0,60099.0375,,,,
2193,1795118,Prof Oscar Fadel,Mr.,Male,1,Married,31,2021-10-05,2021-12-31 00:00:00,Inactive,2021-12-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,39.0,39.0,39810.0,,,,
2195,193182,Valentin Toy,Mr.,Male,1,Married,31,2021-10-07,2021-10-31 00:00:00,Inactive,2021-10-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,15.0,15.0,42900.0,,,,
2196,193183,Dr Lamont Murphy IV,Mr.,Male,1,Single,31,2021-10-04,2022-03-18 00:00:00,Inactive,2022-03-18 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,60.0,98.0,43399.16666666666,,,,
2197,5349,Freeda Rice IV,Mr.,Male,1,Single,17,2021-10-01,2021-11-01 00:00:00,Inactive,2021-11-01 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1998,1.0,20.0,54190.27,,,,
2200,1795119,Karina Predovic III,Mr.,Male,1,Married,31,2021-10-08,2022-04-01 00:00:00,Inactive,2022-04-01 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1961,143.0,144.0,64082.857142857145,,,,
2204,1795122,Gabriella Gleason,Mr.,Male,1,Married,31,2021-10-09,2022-04-07 00:00:00,Inactive,2022-04-07 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968,137.0,137.0,60538.57142857143,,,,
2207,5351,Dr Katherine Kovacek,Mr.,Male,1,Married,24,2021-09-13,2022-04-30 00:00:00,Inactive,2022-04-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1969,157.0,168.0,111146.9057142857,,,,
2208,5352,Ransom Grant,Mr.,Male,1,Single,22,2021-10-11,\N,Active,\N,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1996,239.0,328.0,160215.19333333333,,,,
2209,5353,Judd Hartmann,Mr.,Male,1,Single,22,2021-10-11,\N,Active,\N,2631,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1996,142.0,329.0,145331.55866666665,,,,
2210,5354,Mr Franco Friesen Jr,Ms.,Female,1,Single,178,2021-10-12,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Purchasing Officer,1996,297.0,72.0,69691.95133333333,7.0,12.0,4.0,15.0
2211,5355,Carol Weimann,Ms.,Female,1,Single,178,2021-10-12,2021-11-09 00:00:00,Inactive,2021-11-09 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Purchasing Officer,1997,14.0,21.0,45233.39,,,,
2214,1795125,Kaylie Von,Mr.,Male,1,Married,31,2021-10-13,2022-04-02 00:00:00,Inactive,2022-04-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,115.0,116.0,51789.28571428572,,,,
2216,193185,Karen Wolf,Mr.,Male,1,Single,31,2021-10-13,2021-10-31 00:00:00,Inactive,2021-10-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,3.0,3.0,7580.0,,,,
2217,193186,Delilah Mueller,Mr.,Male,1,Married,31,2021-10-12,2021-10-31 00:00:00,Inactive,2021-10-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1961,12.0,12.0,34320.0,,,,
2220,50042,Jay Buckridge,Ms.,Female,3,Single,45,2021-08-02,\N,Active,\N,\N,\N,Management,Contarct Basis,Hindu,Construction Manager,1963,1.0,2.0,0.0,,,,
2221,1795126,Kendrick Runolfsson,Mr.,Male,1,Married,124,2021-10-14,2022-03-24 00:00:00,Inactive,2022-03-24 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1982,134.0,134.0,101791.66666666669,,,,
2225,5356,Gilbert Hermiston II,Mr.,Male,1,Married,152,2021-10-14,2022-03-31 00:00:00,Inactive,2022-03-31 00:00:00,\N,\N,Management,Contarct Basis,Buddhist,Manager Contract,1987,58.0,112.0,524296.3250000001,8.0,8.0,13.0,3.0
2228,198133,Emilie Klein,Mr.,Male,1,Married,55,2021-10-21,2022-02-28 00:00:00,Inactive,2022-02-28 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1974,70.0,68.0,91582.908,,,,
2229,5357,Sheila Jakubowski,Mr.,Male,1,Married,33,2021-10-11,2021-10-24 00:00:00,Inactive,2021-10-24 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1981,5.0,5.0,103248.34,,,,
2230,1795128,Dr Adeline Rowe,Mr.,Male,1,Married,31,2021-10-22,2022-05-05 00:00:00,Inactive,2022-05-05 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974,130.0,130.0,50639.375,,,,
2231,1795129,Aimee Dach,Mr.,Male,1,Single,31,2021-10-22,2022-04-02 00:00:00,Inactive,2022-04-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,98.0,96.0,43199.28571428572,,,,
2233,5358,Lenore Nikolaus,Mr.,Male,1,Married,24,2021-10-18,2022-08-31 00:00:00,Inactive,2022-08-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1964,206.0,190.0,96889.44272727272,,,,
2236,5359,Craig Balistreri,Mr.,Male,1,Married,180,2021-10-25,2021-11-14 00:00:00,Inactive,2021-11-14 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Manager Procurement,1983,15.0,16.0,138069.84,,,,
2238,5361,Dr Bert Kozey,Mr.,Male,1,Single,33,2021-10-25,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1995,202.0,319.0,171953.78133333335,,,,
2246,179043,Enrico Vandervort,Mr.,Male,1,Married,139,2021-10-05,2022-04-28 00:00:00,Inactive,2022-04-28 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,1958,133.0,97.0,36078.57142857143,,,,
2247,197106,Alberto Wunsch,Mr.,Male,1,Married,31,2021-10-01,2022-03-29 00:00:00,Inactive,2022-03-29 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,75.0,74.0,46451.188,,,,
2250,197109,Emmanuel Koelpin,Mr.,Male,1,Married,31,2021-10-25,2021-10-31 00:00:00,Inactive,2021-10-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,,,,,,,
2254,196151,Dr Eldora Hayes,Mr.,Male,1,Married,29,2021-10-01,2022-06-24 00:00:00,Inactive,2022-06-24 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Cook,1976,192.0,184.0,54985.55555555556,,,,
2255,196152,Mr Zachery Romaguera,Mr.,Male,1,Single,55,2021-10-15,2022-02-25 00:00:00,Inactive,2022-02-25 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1983,96.0,89.0,87596.028,,,,
2256,196153,Margaret Shanahan,Mr.,Male,1,Single,31,2021-10-19,2021-11-15 00:00:00,Inactive,2021-11-15 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003,15.0,14.0,19740.0,,,,
2257,196154,Justyn Lindgren,Mr.,Male,1,Single,31,2021-10-19,2022-03-18 00:00:00,Inactive,2022-03-18 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,69.0,69.0,30832.5,,,,
2258,198135,Anibal Hamill,Mr.,Male,1,Married,4,2021-10-27,2021-10-31 00:00:00,Inactive,2021-10-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1981,4.0,5.0,24429.38,,,,
2259,188007,Dr Alicia Keebler,Mr.,Male,1,Married,31,2021-10-25,2022-04-25 00:00:00,Inactive,2022-04-25 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,64.0,64.0,43346.0,,,,
2260,188008,Osvaldo Runolfsson,Mr.,Male,1,Married,31,2021-10-25,2022-04-01 00:00:00,Inactive,2022-04-01 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,43.0,46.0,36967.5,,,,
2262,188010,Sophia Kunde IV,Mr.,Male,1,Married,55,2021-10-25,2022-04-25 00:00:00,Inactive,2022-04-25 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1997,58.0,60.0,51087.5,,,,
2263,188011,Ayana Fritsch,Mr.,Male,1,Married,31,2021-10-25,2022-04-01 00:00:00,Inactive,2022-04-01 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975,51.0,53.0,45367.5,,,,
2264,188012,Emely Lueilwitz,Mr.,Male,1,Married,55,2021-10-25,2022-04-07 00:00:00,Inactive,2022-04-07 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1974,62.0,64.0,66507.5,,,,
